YEAR,AREA,REGION,SPECIES,SPECIESNAME,COUNT
1965,57,lw,scot,Generic Scoter,0
1965,57,lw,sngo,Generic Snow or Ross' Goose,0
1965,57,lw,swan,Generic Swan,0
1965,57,lw,whdu,Generic Whisling-Duck,115
1965,57,lw,wodu,Wood Duck,0
1965,58,lw,agwt,American Green-winged Teal,100
1965,58,lw,amco,American Coot,1120
1965,58,lw,amwi,American Wigeon,3255
1965,58,lw,bcte,Blue-winged or Cinnamon Teal,1545
1965,58,lw,buff,Bufflehead,0
1965,58,lw,canv,Canvasback,0
1965,58,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,58,lw,fuwd,Fulvous Whistling-Duck,10
1965,58,lw,gadw,Gadwall,725
1965,58,lw,gold,Generic Goldeneye,0
1965,58,lw,mall,Mallard,0
1965,58,lw,medu,Mexican Duck,0
1965,58,lw,merg,Generic Merganser,0
1965,58,lw,modu,Mottled Duck,0
1965,58,lw,musc,Muscovy,0
1965,58,lw,nopi,Northern Pintail,365
1965,58,lw,nsho,Northern Shoveler,1485
1965,58,lw,redh,Redhead,0
1965,58,lw,rndu,Ring-necked Duck,0
1965,58,lw,rudu,Ruddy Duck,0
1965,58,lw,sacr,Sandhill Crane,0
1965,58,lw,scau,Generic Scaup,1585
1965,58,lw,scot,Generic Scoter,0
1965,58,lw,sngo,Generic Snow or Ross' Goose,0
1965,58,lw,swan,Generic Swan,0
1965,58,lw,whdu,Generic Whisling-Duck,2425
1965,58,lw,wodu,Wood Duck,0
1965,59,lw,agwt,American Green-winged Teal,0
1965,59,lw,amco,American Coot,800
1965,59,lw,amwi,American Wigeon,1000
1965,59,lw,bcte,Blue-winged or Cinnamon Teal,700
1965,59,lw,buff,Bufflehead,0
1965,59,lw,canv,Canvasback,0
1965,59,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,59,lw,fuwd,Fulvous Whistling-Duck,0
1965,59,lw,gadw,Gadwall,0
1965,59,lw,gold,Generic Goldeneye,0
1965,59,lw,mall,Mallard,0
1965,59,lw,medu,Mexican Duck,0
1965,59,lw,merg,Generic Merganser,0
1965,59,lw,modu,Mottled Duck,0
1965,59,lw,musc,Muscovy,0
1965,59,lw,nopi,Northern Pintail,0
1965,59,lw,nsho,Northern Shoveler,1600
1965,59,lw,redh,Redhead,0
1965,59,lw,rndu,Ring-necked Duck,0
1965,59,lw,rudu,Ruddy Duck,0
1965,59,lw,sacr,Sandhill Crane,0
1965,59,lw,scau,Generic Scaup,700
1965,59,lw,scot,Generic Scoter,0
1965,59,lw,sngo,Generic Snow or Ross' Goose,0
1965,59,lw,swan,Generic Swan,0
1965,59,lw,whdu,Generic Whisling-Duck,500
1965,59,lw,wodu,Wood Duck,0
1965,6,nh,agwt,American Green-winged Teal,60
1965,6,nh,amco,American Coot,0
1965,6,nh,amwi,American Wigeon,0
1965,6,nh,bcte,Blue-winged or Cinnamon Teal,0
1965,6,nh,buff,Bufflehead,0
1965,6,nh,canv,Canvasback,0
1965,6,nh,dkgo,Dark goose (greater White-fronted Bean Canada),12
1965,6,nh,fuwd,Fulvous Whistling-Duck,0
1965,6,nh,gadw,Gadwall,25
1965,6,nh,gold,Generic Goldeneye,0
1965,6,nh,mall,Mallard,25
1965,6,nh,medu,Mexican Duck,0
1965,6,nh,merg,Generic Merganser,0
1965,6,nh,modu,Mottled Duck,0
1965,6,nh,musc,Muscovy,0
1965,6,nh,nopi,Northern Pintail,2
1965,6,nh,nsho,Northern Shoveler,35
1965,6,nh,redh,Redhead,0
1965,6,nh,rndu,Ring-necked Duck,0
1965,6,nh,rudu,Ruddy Duck,0
1965,6,nh,sacr,Sandhill Crane,0
1965,6,nh,scau,Generic Scaup,0
1965,6,nh,scot,Generic Scoter,0
1965,6,nh,sngo,Generic Snow or Ross' Goose,30
1965,6,nh,swan,Generic Swan,0
1965,6,nh,whdu,Generic Whisling-Duck,0
1965,6,nh,wodu,Wood Duck,0
1965,60,lw,agwt,American Green-winged Teal,0
1965,60,lw,amco,American Coot,300
1965,60,lw,amwi,American Wigeon,1300
1965,60,lw,bcte,Blue-winged or Cinnamon Teal,150
1965,60,lw,buff,Bufflehead,0
1965,60,lw,canv,Canvasback,0
1965,60,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,60,lw,fuwd,Fulvous Whistling-Duck,0
1965,60,lw,gadw,Gadwall,0
1965,60,lw,gold,Generic Goldeneye,0
1965,60,lw,mall,Mallard,0
1965,60,lw,medu,Mexican Duck,0
1965,60,lw,merg,Generic Merganser,0
1965,60,lw,modu,Mottled Duck,0
1965,60,lw,musc,Muscovy,0
1965,60,lw,nopi,Northern Pintail,685
1965,60,lw,nsho,Northern Shoveler,0
1965,60,lw,redh,Redhead,0
1965,60,lw,rndu,Ring-necked Duck,0
1965,60,lw,rudu,Ruddy Duck,800
1965,60,lw,sacr,Sandhill Crane,0
1965,60,lw,scau,Generic Scaup,20080
1965,60,lw,scot,Generic Scoter,0
1965,60,lw,sngo,Generic Snow or Ross' Goose,0
1965,60,lw,swan,Generic Swan,0
1965,60,lw,whdu,Generic Whisling-Duck,50
1965,60,lw,wodu,Wood Duck,0
1965,60a,oh,agwt,American Green-winged Teal,0
1965,60a,oh,amco,American Coot,0
1965,60a,oh,amwi,American Wigeon,0
1965,60a,oh,bcte,Blue-winged or Cinnamon Teal,0
1965,60a,oh,buff,Bufflehead,0
1965,60a,oh,canv,Canvasback,0
1965,60a,oh,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,60a,oh,duck,Generic Duck,300
1965,60a,oh,fuwd,Fulvous Whistling-Duck,0
1965,60a,oh,gadw,Gadwall,0
1965,60a,oh,gold,Generic Goldeneye,0
1965,60a,oh,mall,Mallard,0
1965,60a,oh,medu,Mexican Duck,0
1965,60a,oh,merg,Generic Merganser,0
1965,60a,oh,modu,Mottled Duck,0
1965,60a,oh,musc,Muscovy,0
1965,60a,oh,nopi,Northern Pintail,250
1965,60a,oh,nsho,Northern Shoveler,125
1965,60a,oh,redh,Redhead,0
1965,60a,oh,rndu,Ring-necked Duck,0
1965,60a,oh,rudu,Ruddy Duck,0
1965,60a,oh,sacr,Sandhill Crane,0
1965,60a,oh,scau,Generic Scaup,0
1965,60a,oh,scot,Generic Scoter,0
1965,60a,oh,sngo,Generic Snow or Ross' Goose,0
1965,60a,oh,swan,Generic Swan,0
1965,60a,oh,whdu,Generic Whisling-Duck,0
1965,60a,oh,wodu,Wood Duck,0
1965,61,lw,agwt,American Green-winged Teal,0
1965,61,lw,amco,American Coot,0
1965,61,lw,amwi,American Wigeon,150
1965,61,lw,bcte,Blue-winged or Cinnamon Teal,150
1965,61,lw,buff,Bufflehead,0
1965,61,lw,canv,Canvasback,0
1965,61,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,61,lw,fuwd,Fulvous Whistling-Duck,0
1965,61,lw,gadw,Gadwall,25
1965,61,lw,gold,Generic Goldeneye,0
1965,61,lw,mall,Mallard,0
1965,61,lw,medu,Mexican Duck,0
1965,61,lw,merg,Generic Merganser,0
1965,61,lw,modu,Mottled Duck,0
1965,61,lw,musc,Muscovy,0
1965,61,lw,nopi,Northern Pintail,635
1965,61,lw,nsho,Northern Shoveler,0
1965,61,lw,redh,Redhead,0
1965,61,lw,rndu,Ring-necked Duck,0
1965,61,lw,rudu,Ruddy Duck,2600
1965,61,lw,sacr,Sandhill Crane,0
1965,61,lw,scau,Generic Scaup,35000
1965,61,lw,scot,Generic Scoter,0
1965,61,lw,sngo,Generic Snow or Ross' Goose,0
1965,61,lw,swan,Generic Swan,0
1965,61,lw,whdu,Generic Whisling-Duck,0
1965,61,lw,wodu,Wood Duck,0
1965,62,lw,agwt,American Green-winged Teal,0
1965,62,lw,amco,American Coot,0
1965,62,lw,amwi,American Wigeon,0
1965,62,lw,bcte,Blue-winged or Cinnamon Teal,0
1965,62,lw,buff,Bufflehead,0
1965,62,lw,canv,Canvasback,0
1965,62,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,62,lw,fuwd,Fulvous Whistling-Duck,0
1965,62,lw,gadw,Gadwall,0
1965,62,lw,gold,Generic Goldeneye,0
1965,62,lw,mall,Mallard,0
1965,62,lw,medu,Mexican Duck,0
1965,62,lw,merg,Generic Merganser,0
1965,62,lw,modu,Mottled Duck,0
1965,62,lw,musc,Muscovy,0
1965,62,lw,nopi,Northern Pintail,0
1965,62,lw,nsho,Northern Shoveler,0
1965,62,lw,redh,Redhead,0
1965,62,lw,rndu,Ring-necked Duck,0
1965,62,lw,rudu,Ruddy Duck,0
1965,62,lw,sacr,Sandhill Crane,0
1965,62,lw,scau,Generic Scaup,60
1965,62,lw,scot,Generic Scoter,0
1965,62,lw,sngo,Generic Snow or Ross' Goose,0
1965,62,lw,swan,Generic Swan,0
1965,62,lw,whdu,Generic Whisling-Duck,0
1965,62,lw,wodu,Wood Duck,0
1965,63,lw,agwt,American Green-winged Teal,0
1965,63,lw,amco,American Coot,4905
1965,63,lw,amwi,American Wigeon,300
1965,63,lw,bcte,Blue-winged or Cinnamon Teal,16925
1965,63,lw,buff,Bufflehead,0
1965,63,lw,canv,Canvasback,0
1965,63,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,63,lw,fuwd,Fulvous Whistling-Duck,0
1965,63,lw,gadw,Gadwall,1100
1965,63,lw,gold,Generic Goldeneye,0
1965,63,lw,mall,Mallard,0
1965,63,lw,medu,Mexican Duck,0
1965,63,lw,merg,Generic Merganser,0
1965,63,lw,modu,Mottled Duck,0
1965,63,lw,musc,Muscovy,0
1965,63,lw,nopi,Northern Pintail,7280
1965,63,lw,nsho,Northern Shoveler,62835
1965,63,lw,redh,Redhead,0
1965,63,lw,rndu,Ring-necked Duck,0
1965,63,lw,rudu,Ruddy Duck,0
1965,63,lw,sacr,Sandhill Crane,0
1965,63,lw,scau,Generic Scaup,787
1965,63,lw,scot,Generic Scoter,0
1965,63,lw,sngo,Generic Snow or Ross' Goose,0
1965,63,lw,swan,Generic Swan,0
1965,63,lw,whdu,Generic Whisling-Duck,0
1965,63,lw,wodu,Wood Duck,0
1965,64,lw,agwt,American Green-winged Teal,0
1965,64,lw,amco,American Coot,1240
1965,64,lw,amwi,American Wigeon,4575
1965,64,lw,bcte,Blue-winged or Cinnamon Teal,13045
1965,64,lw,buff,Bufflehead,0
1965,64,lw,canv,Canvasback,0
1965,64,lw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,64,lw,duck,Generic Duck,10
1965,64,lw,fuwd,Fulvous Whistling-Duck,5360
1965,64,lw,gadw,Gadwall,200
1965,64,lw,gold,Generic Goldeneye,0
1965,64,lw,mall,Mallard,0
1965,64,lw,medu,Mexican Duck,0
1965,64,lw,merg,Generic Merganser,0
1965,64,lw,modu,Mottled Duck,0
1965,64,lw,musc,Muscovy,10
1965,64,lw,nopi,Northern Pintail,2125
1965,64,lw,nsho,Northern Shoveler,13075
1965,64,lw,redh,Redhead,0
1965,64,lw,rndu,Ring-necked Duck,0
1965,64,lw,rudu,Ruddy Duck,0
1965,64,lw,sacr,Sandhill Crane,0
1965,64,lw,scau,Generic Scaup,5212
1965,64,lw,scot,Generic Scoter,0
1965,64,lw,sngo,Generic Snow or Ross' Goose,0
1965,64,lw,swan,Generic Swan,0
1965,64,lw,whdu,Generic Whisling-Duck,1930
1965,64,lw,wodu,Wood Duck,0
1965,65,ec,agwt,American Green-winged Teal,7922
1965,65,ec,amco,American Coot,34459
1965,65,ec,amwi,American Wigeon,4171
1965,65,ec,bcte,Blue-winged or Cinnamon Teal,325
1965,65,ec,buff,Bufflehead,113
1965,65,ec,canv,Canvasback,327
1965,65,ec,dkgo,Dark goose (greater White-fronted Bean Canada),18126
1965,65,ec,fuwd,Fulvous Whistling-Duck,0
1965,65,ec,gadw,Gadwall,5951
1965,65,ec,gold,Generic Goldeneye,0
1965,65,ec,mall,Mallard,184
1965,65,ec,medu,Mexican Duck,0
1965,65,ec,merg,Generic Merganser,121
1965,65,ec,modu,Mottled Duck,457
1965,65,ec,musc,Muscovy,0
1965,65,ec,nopi,Northern Pintail,19126
1965,65,ec,nsho,Northern Shoveler,6405
1965,65,ec,redh,Redhead,168
1965,65,ec,rndu,Ring-necked Duck,2098
1965,65,ec,rudu,Ruddy Duck,150
1965,65,ec,sacr,Sandhill Crane,0
1965,65,ec,scau,Generic Scaup,4090
1965,65,ec,scot,Generic Scoter,0
1965,65,ec,sngo,Generic Snow or Ross' Goose,3715
1965,65,ec,swan,Generic Swan,0
1965,65,ec,whdu,Generic Whisling-Duck,1963
1965,65,ec,wodu,Wood Duck,0
1965,66,ec,agwt,American Green-winged Teal,395
1965,66,ec,amco,American Coot,9959
1965,66,ec,amwi,American Wigeon,267
1965,66,ec,bcte,Blue-winged or Cinnamon Teal,37
1965,66,ec,buff,Bufflehead,0
1965,66,ec,canv,Canvasback,757
1965,66,ec,dkgo,Dark goose (greater White-fronted Bean Canada),334
1965,66,ec,fuwd,Fulvous Whistling-Duck,0
1965,66,ec,gadw,Gadwall,544
1965,66,ec,gold,Generic Goldeneye,0
1965,66,ec,mall,Mallard,0
1965,66,ec,medu,Mexican Duck,0
1965,66,ec,merg,Generic Merganser,65
1965,66,ec,modu,Mottled Duck,4
1965,66,ec,musc,Muscovy,0
1965,66,ec,nopi,Northern Pintail,1801
1965,66,ec,nsho,Northern Shoveler,1034
1965,66,ec,redh,Redhead,17082
1965,66,ec,rndu,Ring-necked Duck,0
1965,66,ec,rudu,Ruddy Duck,5125
1965,66,ec,sacr,Sandhill Crane,0
1965,66,ec,scau,Generic Scaup,1405
1965,66,ec,scot,Generic Scoter,0
1965,66,ec,sngo,Generic Snow or Ross' Goose,125
1965,66,ec,swan,Generic Swan,0
1965,66,ec,whdu,Generic Whisling-Duck,15
1965,66,ec,wodu,Wood Duck,0
1965,67,ec,agwt,American Green-winged Teal,2606
1965,67,ec,amco,American Coot,90854
1965,67,ec,amwi,American Wigeon,31548
1965,67,ec,bcte,Blue-winged or Cinnamon Teal,12727
1965,67,ec,buff,Bufflehead,315
1965,67,ec,canv,Canvasback,3991
1965,67,ec,dkgo,Dark goose (greater White-fronted Bean Canada),2992
1965,67,ec,fuwd,Fulvous Whistling-Duck,0
1965,67,ec,gadw,Gadwall,43657
1965,67,ec,gold,Generic Goldeneye,0
1965,67,ec,mall,Mallard,6
1965,67,ec,medu,Mexican Duck,0
1965,67,ec,merg,Generic Merganser,60
1965,67,ec,modu,Mottled Duck,96
1965,67,ec,musc,Muscovy,0
1965,67,ec,nopi,Northern Pintail,14640
1965,67,ec,nsho,Northern Shoveler,13784
1965,67,ec,redh,Redhead,5032
1965,67,ec,rndu,Ring-necked Duck,3294
1965,67,ec,rudu,Ruddy Duck,30276
1965,67,ec,sacr,Sandhill Crane,0
1965,67,ec,scau,Generic Scaup,39856
1965,67,ec,scot,Generic Scoter,0
1965,67,ec,sngo,Generic Snow or Ross' Goose,2540
1965,67,ec,swan,Generic Swan,0
1965,67,ec,whdu,Generic Whisling-Duck,1976
1965,67,ec,wodu,Wood Duck,4
1965,69,ec,agwt,American Green-winged Teal,0
1965,69,ec,amco,American Coot,76036
1965,69,ec,amwi,American Wigeon,12065
1965,69,ec,bcte,Blue-winged or Cinnamon Teal,14031
1965,69,ec,buff,Bufflehead,0
1965,69,ec,canv,Canvasback,670
1965,69,ec,dkgo,Dark goose (greater White-fronted Bean Canada),165
1965,69,ec,fuwd,Fulvous Whistling-Duck,0
1965,69,ec,gadw,Gadwall,4057
1965,69,ec,gold,Generic Goldeneye,0
1965,69,ec,mall,Mallard,12
1965,69,ec,medu,Mexican Duck,0
1965,69,ec,merg,Generic Merganser,0
1965,69,ec,modu,Mottled Duck,2
1965,69,ec,musc,Muscovy,0
1965,69,ec,nopi,Northern Pintail,7060
1965,69,ec,nsho,Northern Shoveler,5970
1965,69,ec,redh,Redhead,810
1965,69,ec,rndu,Ring-necked Duck,1849
1965,69,ec,rudu,Ruddy Duck,0
1965,69,ec,sacr,Sandhill Crane,0
1965,69,ec,scau,Generic Scaup,5527
1965,69,ec,scot,Generic Scoter,0
1965,69,ec,sngo,Generic Snow or Ross' Goose,0
1965,69,ec,swan,Generic Swan,0
1965,69,ec,whdu,Generic Whisling-Duck,665
1965,69,ec,wodu,Wood Duck,0
1965,7,nh,agwt,American Green-winged Teal,4745
1965,7,nh,amco,American Coot,1800
1965,7,nh,amwi,American Wigeon,60
1965,7,nh,bcte,Blue-winged or Cinnamon Teal,25
1965,7,nh,buff,Bufflehead,0
1965,7,nh,canv,Canvasback,0
1965,7,nh,dkgo,Dark goose (greater White-fronted Bean Canada),2150
1965,7,nh,duck,Generic Duck,68080
1965,7,nh,fuwd,Fulvous Whistling-Duck,0
1965,7,nh,gadw,Gadwall,1901
1965,7,nh,gold,Generic Goldeneye,0
1965,7,nh,mall,Mallard,1310
1965,7,nh,medu,Mexican Duck,472
1965,7,nh,merg,Generic Merganser,0
1965,7,nh,modu,Mottled Duck,0
1965,7,nh,musc,Muscovy,0
1965,7,nh,nopi,Northern Pintail,118
1965,7,nh,nsho,Northern Shoveler,2120
1965,7,nh,redh,Redhead,0
1965,7,nh,rndu,Ring-necked Duck,0
1965,7,nh,rudu,Ruddy Duck,0
1965,7,nh,sacr,Sandhill Crane,4136
1965,7,nh,scau,Generic Scaup,0
1965,7,nh,scot,Generic Scoter,0
1965,7,nh,sngo,Generic Snow or Ross' Goose,21985
1965,7,nh,swan,Generic Swan,0
1965,7,nh,whdu,Generic Whisling-Duck,0
1965,7,nh,wodu,Wood Duck,0
1965,70,ec,agwt,American Green-winged Teal,0
1965,70,ec,amco,American Coot,570
1965,70,ec,amwi,American Wigeon,920
1965,70,ec,bcte,Blue-winged or Cinnamon Teal,26320
1965,70,ec,buff,Bufflehead,0
1965,70,ec,canv,Canvasback,0
1965,70,ec,dkgo,Dark goose (greater White-fronted Bean Canada),50
1965,70,ec,fuwd,Fulvous Whistling-Duck,0
1965,70,ec,gadw,Gadwall,865
1965,70,ec,gold,Generic Goldeneye,0
1965,70,ec,mall,Mallard,0
1965,70,ec,medu,Mexican Duck,0
1965,70,ec,merg,Generic Merganser,0
1965,70,ec,modu,Mottled Duck,0
1965,70,ec,musc,Muscovy,0
1965,70,ec,nopi,Northern Pintail,4105
1965,70,ec,nsho,Northern Shoveler,895
1965,70,ec,redh,Redhead,0
1965,70,ec,rndu,Ring-necked Duck,15
1965,70,ec,rudu,Ruddy Duck,0
1965,70,ec,sacr,Sandhill Crane,0
1965,70,ec,scau,Generic Scaup,0
1965,70,ec,scot,Generic Scoter,0
1965,70,ec,sngo,Generic Snow or Ross' Goose,0
1965,70,ec,swan,Generic Swan,0
1965,70,ec,whdu,Generic Whisling-Duck,0
1965,70,ec,wodu,Wood Duck,0
1965,74,uw,agwt,American Green-winged Teal,25210
1965,74,uw,amco,American Coot,6370
1965,74,uw,amwi,American Wigeon,19645
1965,74,uw,bcte,Blue-winged or Cinnamon Teal,325
1965,74,uw,buff,Bufflehead,230
1965,74,uw,canv,Canvasback,0
1965,74,uw,dkgo,Dark goose (greater White-fronted Bean Canada),345
1965,74,uw,fuwd,Fulvous Whistling-Duck,0
1965,74,uw,gadw,Gadwall,1350
1965,74,uw,gold,Generic Goldeneye,514
1965,74,uw,mall,Mallard,0
1965,74,uw,medu,Mexican Duck,0
1965,74,uw,merg,Generic Merganser,700
1965,74,uw,modu,Mottled Duck,0
1965,74,uw,musc,Muscovy,0
1965,74,uw,nopi,Northern Pintail,20589
1965,74,uw,nsho,Northern Shoveler,7465
1965,74,uw,redh,Redhead,3725
1965,74,uw,rndu,Ring-necked Duck,0
1965,74,uw,rudu,Ruddy Duck,300
1965,74,uw,sacr,Sandhill Crane,0
1965,74,uw,scau,Generic Scaup,9595
1965,74,uw,scot,Generic Scoter,0
1965,74,uw,sngo,Generic Snow or Ross' Goose,10
1965,74,uw,swan,Generic Swan,0
1965,74,uw,whdu,Generic Whisling-Duck,2675
1965,74,uw,wodu,Wood Duck,0
1965,78,uw,agwt,American Green-winged Teal,150
1965,78,uw,amco,American Coot,0
1965,78,uw,amwi,American Wigeon,240
1965,78,uw,bcte,Blue-winged or Cinnamon Teal,0
1965,78,uw,buff,Bufflehead,558
1965,78,uw,canv,Canvasback,0
1965,78,uw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,78,uw,fuwd,Fulvous Whistling-Duck,0
1965,78,uw,gadw,Gadwall,5
1965,78,uw,gold,Generic Goldeneye,477
1965,78,uw,mall,Mallard,0
1965,78,uw,medu,Mexican Duck,0
1965,78,uw,merg,Generic Merganser,0
1965,78,uw,modu,Mottled Duck,0
1965,78,uw,musc,Muscovy,0
1965,78,uw,nopi,Northern Pintail,600
1965,78,uw,nsho,Northern Shoveler,0
1965,78,uw,redh,Redhead,7770
1965,78,uw,rndu,Ring-necked Duck,0
1965,78,uw,rudu,Ruddy Duck,0
1965,78,uw,sacr,Sandhill Crane,0
1965,78,uw,scau,Generic Scaup,2170
1965,78,uw,scot,Generic Scoter,0
1965,78,uw,sngo,Generic Snow or Ross' Goose,0
1965,78,uw,swan,Generic Swan,0
1965,78,uw,whdu,Generic Whisling-Duck,30
1965,78,uw,wodu,Wood Duck,0
1965,79,uw,agwt,American Green-winged Teal,29550
1965,79,uw,amco,American Coot,3390
1965,79,uw,amwi,American Wigeon,21145
1965,79,uw,bcte,Blue-winged or Cinnamon Teal,8980
1965,79,uw,buff,Bufflehead,305
1965,79,uw,canv,Canvasback,0
1965,79,uw,dkgo,Dark goose (greater White-fronted Bean Canada),900
1965,79,uw,fuwd,Fulvous Whistling-Duck,450
1965,79,uw,gadw,Gadwall,965
1965,79,uw,gold,Generic Goldeneye,160
1965,79,uw,mall,Mallard,0
1965,79,uw,medu,Mexican Duck,0
1965,79,uw,merg,Generic Merganser,0
1965,79,uw,modu,Mottled Duck,0
1965,79,uw,musc,Muscovy,0
1965,79,uw,nopi,Northern Pintail,86030
1965,79,uw,nsho,Northern Shoveler,12030
1965,79,uw,redh,Redhead,24200
1965,79,uw,rndu,Ring-necked Duck,0
1965,79,uw,rudu,Ruddy Duck,0
1965,79,uw,sacr,Sandhill Crane,0
1965,79,uw,scau,Generic Scaup,10295
1965,79,uw,scot,Generic Scoter,0
1965,79,uw,sngo,Generic Snow or Ross' Goose,0
1965,79,uw,swan,Generic Swan,0
1965,79,uw,whdu,Generic Whisling-Duck,9888
1965,79,uw,wodu,Wood Duck,0
1965,81,uw,agwt,American Green-winged Teal,400
1965,81,uw,amco,American Coot,0
1965,81,uw,amwi,American Wigeon,3225
1965,81,uw,bcte,Blue-winged or Cinnamon Teal,0
1965,81,uw,buff,Bufflehead,150
1965,81,uw,canv,Canvasback,0
1965,81,uw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,81,uw,fuwd,Fulvous Whistling-Duck,90
1965,81,uw,gadw,Gadwall,0
1965,81,uw,gold,Generic Goldeneye,25
1965,81,uw,mall,Mallard,0
1965,81,uw,medu,Mexican Duck,0
1965,81,uw,merg,Generic Merganser,0
1965,81,uw,modu,Mottled Duck,0
1965,81,uw,musc,Muscovy,0
1965,81,uw,nopi,Northern Pintail,800
1965,81,uw,nsho,Northern Shoveler,0
1965,81,uw,redh,Redhead,13370
1965,81,uw,rndu,Ring-necked Duck,0
1965,81,uw,rudu,Ruddy Duck,25
1965,81,uw,sacr,Sandhill Crane,0
1965,81,uw,scau,Generic Scaup,4775
1965,81,uw,scot,Generic Scoter,0
1965,81,uw,sngo,Generic Snow or Ross' Goose,0
1965,81,uw,swan,Generic Swan,0
1965,81,uw,whdu,Generic Whisling-Duck,16660
1965,81,uw,wodu,Wood Duck,0
1965,82,uw,agwt,American Green-winged Teal,94400
1965,82,uw,amco,American Coot,18400
1965,82,uw,amwi,American Wigeon,7700
1965,82,uw,bcte,Blue-winged or Cinnamon Teal,52100
1965,82,uw,buff,Bufflehead,0
1965,82,uw,canv,Canvasback,435
1965,82,uw,dkgo,Dark goose (greater White-fronted Bean Canada),2000
1965,82,uw,fuwd,Fulvous Whistling-Duck,500
1965,82,uw,gadw,Gadwall,8700
1965,82,uw,gold,Generic Goldeneye,0
1965,82,uw,mall,Mallard,0
1965,82,uw,medu,Mexican Duck,0
1965,82,uw,merg,Generic Merganser,0
1965,82,uw,modu,Mottled Duck,0
1965,82,uw,musc,Muscovy,0
1965,82,uw,nopi,Northern Pintail,342450
1965,82,uw,nsho,Northern Shoveler,47800
1965,82,uw,redh,Redhead,100
1965,82,uw,rndu,Ring-necked Duck,0
1965,82,uw,rudu,Ruddy Duck,200
1965,82,uw,sacr,Sandhill Crane,0
1965,82,uw,scau,Generic Scaup,200
1965,82,uw,scot,Generic Scoter,0
1965,82,uw,sngo,Generic Snow or Ross' Goose,0
1965,82,uw,swan,Generic Swan,0
1965,82,uw,whdu,Generic Whisling-Duck,5060
1965,82,uw,wodu,Wood Duck,0
1965,83,uw,agwt,American Green-winged Teal,8760
1965,83,uw,amco,American Coot,8700
1965,83,uw,amwi,American Wigeon,4785
1965,83,uw,bcte,Blue-winged or Cinnamon Teal,500
1965,83,uw,buff,Bufflehead,0
1965,83,uw,canv,Canvasback,0
1965,83,uw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,83,uw,fuwd,Fulvous Whistling-Duck,0
1965,83,uw,gadw,Gadwall,6810
1965,83,uw,gold,Generic Goldeneye,0
1965,83,uw,mall,Mallard,0
1965,83,uw,medu,Mexican Duck,0
1965,83,uw,merg,Generic Merganser,0
1965,83,uw,modu,Mottled Duck,0
1965,83,uw,musc,Muscovy,0
1965,83,uw,nopi,Northern Pintail,14910
1965,83,uw,nsho,Northern Shoveler,8050
1965,83,uw,redh,Redhead,545
1965,83,uw,rndu,Ring-necked Duck,0
1965,83,uw,rudu,Ruddy Duck,1675
1965,83,uw,sacr,Sandhill Crane,0
1965,83,uw,scau,Generic Scaup,8025
1965,83,uw,scot,Generic Scoter,0
1965,83,uw,sngo,Generic Snow or Ross' Goose,0
1965,83,uw,swan,Generic Swan,0
1965,83,uw,whdu,Generic Whisling-Duck,200
1965,83,uw,wodu,Wood Duck,0
1965,84,uw,agwt,American Green-winged Teal,9100
1965,84,uw,amco,American Coot,2400
1965,84,uw,amwi,American Wigeon,2600
1965,84,uw,bcte,Blue-winged or Cinnamon Teal,7700
1965,84,uw,buff,Bufflehead,0
1965,84,uw,canv,Canvasback,0
1965,84,uw,dkgo,Dark goose (greater White-fronted Bean Canada),0
1965,84,uw,fuwd,Fulvous Whistling-Duck,335
1965,84,uw,gadw,Gadwall,500
1965,84,uw,gold,Generic Goldeneye,0
1965,84,uw,mall,Mallard,0
1965,84,uw,medu,Mexican Duck,0
1965,84,uw,merg,Generic Merganser,0
1965,84,uw,modu,Mottled Duck,0
1965,84,uw,musc,Muscovy,0
1965,84,uw,nopi,Northern Pintail,21500
1965,84,uw,nsho,Northern Shoveler,32700
1965,84,uw,redh,Redhead,100
1965,84,uw,rndu,Ring-necked Duck,0
1965,84,uw,rudu,Ruddy Duck,9600
1965,84,uw,sacr,Sandhill Crane,0
1965,84,uw,scau,Generic Scaup,1400
1965,84,uw,scot,Generic Scoter,0
1965,84,uw,sngo,Generic Snow or Ross' Goose,0
1965,84,uw,swan,Generic Swan,0
1965,84,uw,whdu,Generic Whisling-Duck,100
1965,84,uw,wodu,Wood Duck,0
1965,85,uw,agwt,American Green-winged Teal,71900
1965,85,uw,amco,American Coot,32750
1965,85,uw,amwi,American Wigeon,450
1965,85,uw,bcte,Blue-winged or Cinnamon Teal,14850
1965,85,uw,buff,Bufflehead,0
1965,85,uw,canv,Canvasback,165
1965,85,uw,dkgo,Dark goose (greater White-fronted Bean Canada),147
